-176.31157	0.0	-262.25113
-161.91158	26.004639	-283.58447
-159.91158	46.67505	-295.75113
-195.57825	80.23755	-315.65112
-206.11157	93.11255	-327.25113
-215.51158	151.26428	-452.25113
-226.2449	184.19287	-452.75113
-231.2449	201.19287	-485.25113
-231.41158	225.71667	-509.75113
-174.91158	297.35004	-534.5011
-168.91158	316.75006	-552.5011
-117.911575	339.71674	-564.7511
-85.411575	349.69293	-576.2511
-0.41157436	350.12146	-599.2511
84.338425	350.75006	-599.4178
81.338425	354.00458	-587.1083
49.421757	351.55005	-538.6511
27.088425	344.26434	-477.25113
12.088426	339.05005	-461.25113
-88.911575	349.30005	-466.75113
-84.911575	463.13336	-490.9178
-70.57824	503.12146	-510.00113
-33.911575	541.05005	-533.0011
-44.311577	567.4945	-551.5011
-20.411575	575.1056	-570.4511
27.488426	582.9	-583.6511
88.088425	598.21674	-582.394
59.088425	591.92505	-545.4511
26.088425	607.16113	-493.65112
-6.1615744	612.10004	-471.4178
-33.411575	650.05005	-469.08447
-48.911575	670.7723	-471.45114
-63.911575	681.71674	-475.58447
-51.244907	762.97864	-552.5011
-41.578243	790.1929	-570.7511
-33.161575	829.16113	-597.2511
-19.911575	832.4501	-619.1083
92.588425	852.48755	-619.4178
93.28842	870.75006	-613.05115
92.588425	875.67505	-585.0011
102.088425	864.4	-530.2511
57.088425	865.55005	-510.05112
19.088425	892.97864	-512.5845
-17.711575	900.7723	-489.50113
-34.711575	905.3278	-519.0011
-38.711575	903.93896	-549.0011
-36.661575	900.73755	-590.0011
-28.711575	891.6056	-619.7511
-6.4115744	873.55005	-651.2511
19.838425	859.05005	-659.2511
59.588425	831.33575	-665.9178
101.088425	805.6929	-674.9178
129.83842	789.17505	-661.7511
154.83842	772.80005	-642.7511
167.88843	753.3834	-619.2511
165.33842	745.92505	-580.5011
158.58842	741.23755	-513.5011
143.08842	737.05005	-475.50113
104.838425	738.30005	-436.25113
58.838425	739.4945	-418.25113
14.588426	740.30005	-407.75113
-19.661575	743.3278	-412.85114
-51.161575	749.80005	-436.50113
-73.11157	741.66113	-468.50113
-79.24491	736.69293	-510.50113
-79.911575	730.48755	-549.7511
-73.411575	715.17505	-577.7511
-61.911575	694.67505	-611.0011
-44.161575	672.55005	-639.2511
-14.911574	651.47864	-651.2511
16.838425	630.65	-644.2511
53.088425	552.46674	-671.7511
69.42176	507.17505	-658.4511
90.088425	503.33575	-654.85114
130.58842	473.71674	-626.0011
120.42176	441.76434	-597.5011
89.75509	422.62146	-559.7511
76.338425	403.67505	-512.7511
54.338425	396.42505	-460.00113
15.588426	393.38336	-435.65112
-53.911575	397.80005	-419.25113
-90.661575	408.77228	-426.65112
-109.411575	417.32782	-446.05112
-121.31158	432.32782	-483.25113
-122.31158	437.71674	-522.0011
-113.161575	441.61255	-567.0011
-95.161575	441.05005	-607.0011
-72.661575	433.92505	-630.2511
-46.661575	421.62146	-665.9178
-33.911575	406.33575	-687.5011
66.838425	373.20007	-688.5845
79.088425	352.6056	-673.4511
96.338425	325.80005	-650.7511
116.838425	303.05005	-633.5011
136.58842	283.30005	-613.0011
148.7551	267.83575	-587.0011
154.08842	253.55005	-554.7511
161.08842	210.30005	-519.7511
159.08842	190.05005	-481.25113
159.33842	171.80005	-439.50113
145.83842	156.30005	-398.25113
127.338425	139.42505	-355.50113
102.838425	124.17505	-320.00113
73.838425	110.55005	-288.75113
34.588425	97.42505	-264.50113
-15.661574	88.23755	-239.25113
-70.161575	93.48755	-214.25113
-115.911575	92.88342	-219.65112
-176.41158	92.42505	-231.50113
-215.66158	92.92505	-256.00113
-236.66158	96.05005	-293.75113
-253.41158	99.42505	-349.00113
-264.91156	111.11255	-396.00113
-262.91156	126.966675	-443.75113
-268.57822	142.83582	-490.75113
-260.91156	153.17505	-535.0011
-245.41158	169.17505	-573.0011
-223.41158	186.42505	-606.2511
-193.66158	206.30005	-636.2511
-160.16158	225.55005	-656.0011
-124.411575	248.17505	-676.0011
-88.411575	272.05005	-690.5845
-50.661575	294.88336	-692.7511
-13.911574	321.25006	-684.2511
19.088425	382.35004	-726.2511
50.588425	402.55005	-728.2511
75.088425	425.26434	-730.2511
89.588425	455.92505	-721.0011
107.088425	487.42505	-711.2511
118.588425	524.67505	-686.2511
125.088425	558.67505	-662.2511
123.75509	602.69293	-632.5011
122.75509	632.12146	-613.2511
136.42175	678.83575	-589.5011
134.08842	697.83575	-576.5011
131.08842	715.38336	-555.5011
163.7551	832.1929	-513.2511
170.58842	842.11255	-506.50113
176.48842	850.05005	-502.00113
191.28842	865.93896	-499.50113
242.08842	884.92505	-498.25113
278.08844	903.05005	-499.25113
320.83844	913.67505	-500.00113
308.48843	894.23755	-499.58447
